PKT_SIZE,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,PKT_IN,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_DELAY,FIRST_PKT_SENT,LAST_PKT_RESEVED,FLAGS_0,FLAGS_1
1466,2848952263,1,1466,1192,3.414896295493436,567,4835,11.333258838192634,1715687811,1715687867,0,0
54,4264794506,1,54,1167,3.5067650569701083,465,5552,6.88882903676733,1715690102,1715690126,1,0
1466,2848953675,1,1466,1192,4.97604368386679,440,4183,6.571402777495081,1715690122,1715690160,0,0
351,2848955087,1,351,977,2.3602836650101553,484,5166,10.63593564774752,1715690513,1715690534,0,0
54,4264794506,1,54,1199,2.4114058630542763,555,5436,13.996526427486955,1715689978,1715689984,1,0
93,4264794506,1,93,948,1.6130234163968304,428,5694,8.726088217836438,1715687986,1715687998,1,0
1292,,1,1292,1090,4.570532243018511,510,4136,9.478822634807287,1715690100,1715690117,1,0
1292,,1,1292,1102,1.5320340262128926,486,5718,8.607922631008751,1715687863,1715687910,1,0
233,4264794545,1,233,1057,2.8810225987219154,533,4942,5.988805830679351,1715687932,1715687951,1,0
54,2848955384,1,54,1030,3.2191283241159874,535,4553,10.788762306866506,1715689004,1715689043,0,0
1292,,1,1292,1109,3.4049811639423107,457,4925,7.001142394178801,1715690122,1715690137,1,0
1292,,1,1292,1071,2.571441973634851,578,4858,12.57139950633989,1715688039,1715688095,1,0
1292,,1,1292,823,4.541267638646202,442,5924,12.358239431726687,1715690221,1715690270,1,0
1292,,1,1292,827,3.481106669876862,485,5973,10.573159596349928,1715689621,1715689673,1,0
54,2848955384,1,54,1001,2.437342791979616,571,5186,10.479071068032876,1715689984,1715690021,0,0
1292,,1,1292,1199,4.558904857165354,417,5234,7.738945156805201,1715688221,1715688224,1,0
1292,,1,1292,978,3.9911513359833792,585,5428,7.177824469714232,1715688726,1715688742,1,0
1292,,1,1292,1198,2.563606062090954,575,4805,6.554036505947426,1715689179,1715689239,1,0
1292,,1,1292,1002,1.8559516875881155,535,5004,7.646686220670765,1715688131,1715688179,1,0
712,,1,712,1174,4.5616254186900775,589,4463,7.071361027077191,1715687899,1715687942,1,0
81,,1,81,911,2.828559049054888,422,5996,8.899001153247482,1715690527,1715690563,1,0
81,,1,81,1156,4.675313166274791,524,5690,9.875509159592173,1715688749,1715688758,1,0
82,,1,82,1101,4.6603108321620415,522,4540,14.632850615398272,1715689446,1715689478,1,0
125,,1,125,1173,2.5138574484210445,503,5596,9.451375360629175,1715689853,1715689909,1,0
115,,1,115,871,2.914731330305907,501,4150,7.147256819699347,1715690748,1715690803,1,0
509,2848955384,1,509,1125,2.481477838922058,557,4998,14.984721487075047,1715688704,1715688748,0,0
1466,2848955839,1,1466,1142,2.528831013455947,446,5489,10.21184812137693,1715690185,1715690214,0,0
54,4264794724,1,54,989,1.3065866704972349,433,5168,6.921801906361132,1715689083,1715689101,1,0
1466,2848957251,1,1466,822,1.4832083965890437,554,4874,14.293224051929506,1715690569,1715690580,0,0
1466,2848960075,1,1466,832,4.154273404115626,469,4159,13.603135570892965,1715687833,1715687877,0,0
1466,2848958663,1,1466,1145,1.5885599717257541,549,5097,6.840825615294044,1715688599,1715688639,0,0
66,4264794724,1,66,800,4.291072508274729,415,5441,10.177722944641816,1715688625,1715688632,1,0
54,4264794724,1,54,902,3.5233875406672426,505,4591,12.05019506865218,1715688400,1715688446,1,0
812,2848961487,1,812,900,1.0747329653290936,572,5664,14.612357490637507,1715688027,1715688049,0,0
1466,2848962245,1,1466,866,1.105339326438715,465,4744,11.007251576923718,1715688633,1715688683,0,0
54,4264794724,1,54,1024,3.698011541053788,527,4360,7.644783540514685,1715688381,1715688435,1,0
74,,1,74,1065,4.541139774637131,485,5279,14.195237349555326,1715688365,1715688379,1,0
1466,2848963657,1,1466,1035,2.1081357011261925,571,4820,12.298213386190087,1715688057,1715688117,0,0
1466,2848966481,1,1466,1140,2.7286081129847384,425,5378,7.190723910340667,1715690178,1715690187,0,0
1466,2848965069,1,1466,1029,4.563490808190341,529,4820,13.957163524514172,1715690096,1715690143,0,0
66,4264794724,1,66,858,2.7937460222959407,462,5945,6.807758065464574,1715691181,1715691190,1,0
54,4264794724,1,54,1086,4.137199780439815,506,5874,11.643051594551629,1715688222,1715688248,1,0
392,2848967893,1,392,894,3.6924410234103244,400,5579,7.9413745741636275,1715688605,1715688617,0,0
1466,2848968231,1,1466,1068,4.48220621548335,570,5237,10.013070402283095,1715689667,1715689681,0,0
54,4264794724,1,54,942,2.008386345092258,543,4156,12.952885298499037,1715688714,1715688756,1,0
1466,2848969643,1,1466,1131,1.1182257570730934,450,4473,14.237572005513828,1715691089,1715691137,0,0
1466,2848972467,1,1466,1187,3.7354159748807563,539,4204,8.263145217235465,1715689600,1715689639,0,0
1466,2848971055,1,1466,1065,2.709313805541096,431,5384,8.995148325315395,1715687743,1715687749,0,0
66,4264794724,1,66,943,2.9881952476427704,476,5810,6.494370119605046,1715690373,1715690422,1,0
54,4264794724,1,54,1035,1.0839677433118626,460,4324,9.271742862382636,1715689453,1715689503,1,0
718,2848975291,1,718,1016,3.4547952870277254,482,4708,7.921173975923027,1715689933,1715689985,0,0
1466,2848973879,1,1466,1164,4.036320744197822,486,5174,6.944867708400951,1715690994,1715691046,0,0
66,4264794724,1,66,821,4.587188524724119,586,5753,9.156053556337206,1715690030,1715690086,1,0
1466,2848977367,1,1466,905,2.190365651039937,401,4748,13.922765450403318,1715689899,1715689959,0,0
1466,2848975955,1,1466,882,4.522079904309292,429,4957,5.318145934984162,1715689528,1715689583,0,0
66,4264794724,1,66,1093,4.626039834728298,417,4845,7.790109779450887,1715688308,1715688360,1,0
54,4264794724,1,54,981,3.0139478664914328,450,5561,7.6563925564967,1715690816,1715690876,1,0
1466,2848978779,1,1466,1080,3.228840872633557,475,5716,5.309016703108024,1715688738,1715688753,0,0
181,2848980191,1,181,891,3.6783825788474345,476,5502,11.102641733431867,1715687987,1715688001,0,0
54,4264794724,1,54,845,3.489843048291689,585,5928,12.699736316749064,1715689192,1715689238,1,0
1466,2848980318,1,1466,825,1.0237779857027909,592,5817,11.899807828715105,1715691080,1715691110,0,0
1466,2848983142,1,1466,954,2.1514897817996723,439,5080,12.182393677587184,1715689219,1715689220,0,0
1466,2848981730,1,1466,1022,2.835636045295664,439,5246,13.54178048834254,1715688508,1715688522,0,0
66,4264794724,1,66,1043,2.211910844721369,560,4329,6.4289182099555156,1715688202,1715688224,1,0
54,4264794724,1,54,1196,2.6637414046128725,513,5045,7.3067923047611885,1715687770,1715687801,1,0
818,2848985966,1,818,973,2.2477144374202482,477,5406,9.586573046540664,1715687725,1715687774,0,0
1466,2848984554,1,1466,965,2.5532652821159294,450,5329,9.63150482028043,1715688224,1715688257,0,0
66,4264794724,1,66,883,4.954033681878116,483,5737,11.966741480220445,1715687874,1715687918,1,0
1017,,1,1017,886,3.0761082671349653,405,4560,5.500413551381783,1715690897,1715690914,1,0
163,,1,163,1055,3.6302214727721704,514,4143,14.1577925325123,1715690415,1715690452,1,0
73,,1,73,897,4.711899841726527,553,4961,5.505332049397927,1715689622,1715689644,1,0
66,,1,66,826,3.3390079796374095,557,4208,9.73837682376952,1715688937,1715688964,1,0
1466,2848988142,1,1466,887,2.8456881917400056,452,5978,7.869626037036026,1715689996,1715690014,0,0
1466,2848986730,1,1466,1056,4.444290201406156,556,4441,14.785351770022388,1715689424,1715689478,0,0
66,4264794724,1,66,1115,4.130123616104674,510,4392,5.392133639558281,1715688014,1715688033,1,0
54,4264794724,1,54,1076,1.7900135085733444,550,5199,14.708595226193017,1715689349,1715689359,1,0
2878,2848989554,1,2878,861,1.2371083172964412,510,5828,10.326462114462387,1715688544,1715688555,0,0
1466,2848993790,1,1466,995,1.8781665942864936,437,4349,8.692590509444312,1715688433,1715688447,0,0
1466,2848992378,1,1466,1094,2.9790604607313758,595,5150,11.738416998597538,1715691116,1715691147,0,0
66,4264794724,1,66,1188,3.160479447554277,536,4127,9.307266679901243,1715689666,1715689678,1,0
54,4264794724,1,54,860,1.9875456018692716,562,4576,9.01124743914757,1715688906,1715688926,1,0
1466,2848996614,1,1466,1068,4.313652842724001,545,5358,11.7286846309269,1715689716,1715689725,0,0
1466,2848995202,1,1466,1114,1.8080237605414693,536,5789,12.287038380311657,1715688410,1715688459,0,0
66,4264794724,1,66,903,3.1004196314069543,528,4208,8.419069286070316,1715690955,1715690973,1,0
1466,2848999438,1,1466,891,1.4498806217709008,537,4670,12.40994083779346,1715691071,1715691096,0,0
1466,2848998026,1,1466,872,2.104875745275127,456,5180,9.774677970624108,1715688102,1715688130,0,0
66,4264794724,1,66,1143,2.676480012135333,487,5271,6.145355335698809,1715690820,1715690859,1,0
54,4264794724,1,54,1107,3.3941765906389056,447,4118,11.382263113741512,1715687958,1715687994,1,0
1466,2849002262,1,1466,1088,2.681179648586453,499,4102,5.191190860288936,1715689038,1715689061,0,0
1466,2849000850,1,1466,1199,4.448858009460583,588,5297,11.395033498364082,1715689114,1715689120,0,0
66,4264794724,1,66,1107,2.52869966679968,569,4341,12.321036739116863,1715689262,1715689281,1,0
1466,2849005086,1,1466,1027,4.326841454611321,516,5170,10.125720083850846,1715689140,1715689159,0,0
1466,2849003674,1,1466,1126,4.498219631301317,475,5488,6.706033579482775,1715689671,1715689687,0,0
66,4264794724,1,66,877,1.8309778442632014,463,4728,10.070372797764211,1715688924,1715688965,1,0
54,4264794724,1,54,904,4.080758298481843,414,4896,13.599324920072467,1715690395,1715690405,1,0
1466,2849007910,1,1466,1029,3.0001406743652637,557,4093,5.203032163761613,1715688847,1715688874,0,0
1466,2849006498,1,1466,894,3.807991341536311,471,5892,13.934756448102274,1715690119,1715690164,0,0
66,4264794724,1,66,840,2.892137413483376,432,5185,5.285624203275887,1715688208,1715688220,1,0
1466,2849010734,1,1466,992,1.229142388545196,497,5786,8.311252319482143,1715690420,1715690448,0,0
1466,2849009322,1,1466,1089,1.3601862077124407,408,5519,6.884323917169496,1715690956,1715690982,0,0
66,4264794724,1,66,902,1.8067105395617977,460,4526,10.381147726859703,1715690303,1715690338,1,0
54,4264794724,1,54,929,4.6863671559728,402,4266,6.096442358761375,1715688942,1715688948,1,0
1466,2849013558,1,1466,1173,3.920802746685055,506,5898,11.316435705402426,1715690955,1715690997,0,0
1466,2849012146,1,1466,1081,3.3743189132769813,479,4303,5.312239044601955,1715688163,1715688201,0,0
66,4264794724,1,66,964,2.7019535702014905,546,5633,7.339160264970061,1715688204,1715688231,1,0
883,2849014970,1,883,898,3.2738186326789767,498,5804,10.470552292512465,1715688407,1715688453,0,0
54,4264794724,1,54,1132,4.4435149994317005,511,4360,7.008976434528669,1715690729,1715690755,1,0
1466,2848984554,1,1466,1180,4.835610879900987,444,4464,11.308698704032333,1715687798,1715687832,0,0
66,4264794724,1,66,1188,1.1705782499243784,556,4248,11.46172072746607,1715688974,1715688979,1,0
2878,2849015799,1,2878,934,4.30666472951149,569,5956,5.755035872527715,1715690038,1715690062,0,0
1466,2849020035,1,1466,852,1.3565806212001963,534,5025,6.119696710332006,1715690628,1715690679,0,0
1466,2849018623,1,1466,1128,4.014814808902898,528,5660,10.733665989605697,1715689656,1715689683,0,0
66,4264794724,1,66,1028,1.005240216055853,439,4477,7.3543370236777115,1715690573,1715690628,1,0
54,4264794724,1,54,1161,1.1768237448419758,511,5191,5.737028660107438,1715688557,1715688617,1,0
1317,2849021447,1,1317,1010,3.1063688665082108,491,5473,13.94749534069743,1715687771,1715687830,0,0
1466,2849022710,1,1466,882,4.550213214860138,436,5484,12.789652531909258,1715689338,1715689393,0,0
54,4264794724,1,54,1118,2.766574812069147,436,5298,11.672227511805083,1715688709,1715688757,1,0
1466,2849024122,1,1466,1026,3.96426172827774,466,5548,8.044048094441731,1715688253,1715688264,0,0
1466,2849026946,1,1466,1191,4.387544745602201,432,4196,8.773673262598729,1715690291,1715690317,0,0
1466,2849025534,1,1466,1037,3.1023154960566286,479,5874,10.009345690067368,1715689649,1715689685,0,0
66,4264794724,1,66,1119,3.9681250415529017,454,5509,9.783337799803835,1715689982,1715690007,1,0
54,4264794724,1,54,1137,4.269336766278789,599,5170,10.107016425248478,1715688010,1715688065,1,0
850,2849028358,1,850,915,2.1484212601549046,539,4868,11.096620608655973,1715687752,1715687793,0,0
1466,2849030566,1,1466,913,1.1072341588399337,535,4913,6.135644360863787,1715689074,1715689108,0,0
1466,2849029154,1,1466,992,3.160971538360557,454,4539,12.873696787158199,1715690460,1715690513,0,0
66,4264794724,1,66,1104,4.9847331907854455,489,5481,13.469323128558429,1715689021,1715689024,1,0
54,4264794724,1,54,826,2.827989058557203,404,5669,6.575521213307467,1715690033,1715690048,1,0
1212,2849031978,1,1212,1171,3.8647874501388784,552,5221,14.181715831461887,1715689095,1715689114,0,0
93,4264794724,1,93,1194,1.9041378360295274,440,5700,7.038622734543155,1715688933,1715688971,1,0
963,2153450263,1,963,817,2.245942894556687,569,4954,14.180140036778502,1715689575,1715689624,1,0
54,2849033136,1,54,1135,2.5524412755470167,433,5278,11.091806323716135,1715688057,1715688099,0,0
643,2404315788,1,643,1154,3.7019944290249485,569,4226,7.557355679264121,1715689724,1715689733,1,0
840,2153451172,1,840,999,4.6784059840733185,540,5533,11.195860117337771,1715688435,1715688465,1,0
85,,1,85,811,2.652752347208647,429,5864,6.194062899639137,1715690129,1715690136,0,0
85,,1,85,969,2.093007415534008,570,5958,8.335085507332405,1715691062,1715691078,0,0
481,,1,481,972,3.3783190814237463,452,4084,10.721023510640794,1715688807,1715688834,1,0
171,,1,171,943,2.8435888739511954,431,5025,5.4361908416520155,1715688336,1715688392,1,0
66,2897891868,1,66,1036,3.7786135661845304,534,5532,14.332155337125768,1715690651,1715690661,1,0
66,3074326461,1,66,956,4.002475148086369,556,4863,12.376641069240954,1715688093,1715688108,1,0
66,103826013,1,66,1115,4.740835097489205,421,5830,13.787881800442815,1715687992,1715688042,1,0
54,3074326462,1,54,1122,3.810500060740787,472,5839,8.18693810179666,1715689474,1715689488,1,0
66,1811928947,1,66,1100,2.6839457965104216,505,5525,13.861423361635085,1715690366,1715690397,1,0
336,3074326462,1,336,923,3.4201949838145147,533,5688,8.939554169951123,1715690021,1715690039,1,0
66,1764382855,1,66,888,1.8080077471379563,521,4287,5.5057717191703714,1715690876,1715690884,1,0
54,2897891869,1,54,988,4.458578124604429,566,5610,12.365622808677843,1715691156,1715691186,1,0
336,2897891869,1,336,1023,4.5176111183895795,462,5767,8.863011626256824,1715690482,1715690497,1,0
66,553964831,1,66,933,2.4606740047511173,430,4188,14.34745377045392,1715688477,1715688535,1,0
54,1764382856,1,54,995,3.9811368764954023,481,4529,8.206711021995831,1715688373,1715688400,0,0
54,103826014,1,54,1074,4.81752530682722,507,4300,9.770023076277742,1715689391,1715689420,0,0
54,1811928948,1,54,1081,4.04723908406867,433,5453,9.753051099267903,1715690685,1715690738,1,0
336,1811928948,1,336,1101,4.929686855005161,496,5203,10.784133799448473,1715688551,1715688607,1,0
282,2404316377,1,282,1133,1.7227124622302594,462,5180,13.093041153455152,1715688098,1715688122,1,0
1466,103827426,1,1466,856,3.3840769163609226,590,4171,5.135541137762654,1715689374,1715689415,0,0
1466,103830250,1,1466,889,4.329698607750053,555,5078,13.083855438846681,1715688474,1715688530,0,0
1466,103826014,1,1466,858,3.4289705920011837,440,5059,13.057212841479057,1715690091,1715690115,0,0
66,3074326744,1,66,988,2.3287500095581546,452,5091,5.809116908374161,1715689110,1715689116,1,0
74,3074326744,1,74,802,4.45351929086441,568,5221,10.599468916942696,1715687815,1715687832,1,0
1466,103828838,1,1466,1185,2.285194047463048,415,4569,5.160050479696132,1715690572,1715690576,0,0
1466,103833074,1,1466,1185,3.2572955455968806,595,4317,8.773580502506487,1715689350,1715689393,0,0
1466,103831662,1,1466,807,2.989753627650006,471,4564,13.123965225316285,1715689763,1715689810,0,0
695,103834486,1,695,830,4.643295269860895,492,4588,13.950941013432118,1715689793,1715689841,0,0
54,3074326744,1,54,817,2.731970381116249,508,5173,5.212826169846507,1715690420,1715690428,1,0
66,3074326744,1,66,818,3.6947716973556886,549,5247,9.595681501830658,1715687667,1715687705,1,0
54,3074326744,1,54,1142,3.3401188282565073,464,5410,7.295593555255224,1715690718,1715690731,1,0
54,2153451958,1,54,1070,1.3550566614637556,564,5908,11.476198346282509,1715689333,1715689390,1,0
118,3074326744,1,118,843,2.805000755160899,569,5124,10.47876255866465,1715688763,1715688793,1,0
54,553964832,1,54,901,1.4367681869699882,543,4513,10.138660838844118,1715690564,1715690624,0,0
1466,1764382856,1,1466,1122,3.411539691947816,557,5108,7.748969130505303,1715689340,1715689374,0,0
1466,1764384268,1,1466,1056,2.9910081927685472,454,4328,13.169214682132607,1715688068,1715688115,0,0
54,2897892151,1,54,1014,2.873462240121012,406,4494,12.978064895991004,1715687837,1715687881,1,0
54,2897892151,1,54,895,1.205130974396459,459,5969,10.834861020137403,1715687924,1715687943,1,0
143,3074326808,1,143,1158,1.7425585599514477,540,4585,8.934949198868715,1715691030,1715691054,1,0
604,3074326897,1,604,1048,4.330227873728156,418,4738,5.104840306192258,1715690649,1715690703,1,0
165,3074327447,1,165,953,3.477478198245979,471,5162,14.442508700796866,1715689011,1715689030,1,0
1466,1764387092,1,1466,1071,1.6081736054335534,495,4871,11.219825774492648,1715689629,1715689635,0,0
1466,1764389916,1,1466,906,1.4653679806963127,548,4834,9.123077820700544,1715690681,1715690732,0,0
695,1764391328,1,695,849,3.281314405625231,444,5379,7.684243133181422,1715688688,1715688712,0,0
66,2897892152,1,66,1152,3.4654032340345275,555,5855,12.784569485235053,1715690143,1715690174,1,0
74,2897892152,1,74,953,1.1903848860030095,450,5196,5.561635305107309,1715687900,1715687943,1,0
74,2897892152,1,74,1131,3.6997407271322453,406,5714,6.396703429142661,1715690784,1715690844,1,0
1466,1764385680,1,1466,1149,4.105150341992981,531,4136,14.418764598206407,1715688285,1715688313,0,0
1466,1764388504,1,1466,918,2.30560525678474,592,5829,12.608727764361511,1715688276,1715688299,0,0
54,2897892152,1,54,861,4.902171080245637,596,4882,12.740035118338653,1715690591,1715690593,1,0
54,2897892152,1,54,1020,1.131231798130413,420,5960,9.952380164672565,1715688416,1715688447,1,0
54,103835127,1,54,1197,4.591366005202165,581,4256,7.175326044052,1715688913,1715688971,0,0
668,103835127,1,668,1186,3.5809665530586443,412,5092,10.749953569768778,1715690213,1715690230,0,0
85,3074327558,1,85,1028,2.995232973995882,424,5925,10.513283053524713,1715689636,1715689682,1,0
4290,553964832,1,4290,858,4.95066251591234,425,4580,11.752741852848871,1715688158,1715688202,0,0
54,1811929230,1,54,1114,4.766839127430016,518,4604,13.274779290278213,1715689638,1715689645,1,0
1466,553969068,1,1466,836,4.827121035727464,508,4613,13.686188766456633,1715688210,1715688221,0,0
1466,553971892,1,1466,1035,3.9691432406562996,497,4763,5.020406923430948,1715687939,1715687964,0,0
694,553973304,1,694,998,2.2271343624989046,408,4304,13.356475822659984,1715687667,1715687690,0,0
1466,553970480,1,1466,1146,4.382759013706748,422,5790,13.697919258017148,1715690377,1715690425,0,0
54,1811929230,1,54,979,4.3908921456278485,518,4130,13.532318959451688,1715688370,1715688414,1,0
66,1811929230,1,66,821,1.9950674438532543,559,4508,8.00086942216363,1715688572,1715688608,1,0
66,1811929230,1,66,1121,3.674478290788412,593,4172,10.429373968118426,1715690377,1715690429,1,0
54,1811929230,1,54,974,1.6697968681068893,541,5414,6.276325261677165,1715689277,1715689279,1,0
54,1811929230,1,54,1181,4.552703265754701,542,4467,13.506844820181996,1715690829,1715690879,1,0
94,103835741,1,94,938,4.855067566745409,498,5349,14.536548406928052,1715690428,1715690451,0,0
589,103835781,1,589,952,1.84943759660902,401,5939,14.671328724273607,1715689471,1715689499,0,0
355,103836316,1,355,1125,3.247418499864333,426,4880,13.030936141422632,1715690114,1715690144,0,0
200,103836617,1,200,913,4.892154843722124,437,4215,6.928730663520711,1715687852,1715687881,0,0
259,103836763,1,259,1095,3.035103710921383,436,4671,12.74252897919136,1715687836,1715687895,0,0
54,3074327589,1,54,1146,4.30108816854219,565,4452,5.782488233714444,1715688921,1715688958,1,0
54,3074327589,1,54,1071,3.039161027226772,586,5802,5.67272766962294,1715689864,1715689909,1,0
54,3074327589,1,54,1176,2.453188720143476,459,5711,6.412964071064438,1715691138,1715691169,1,0
54,1764391969,1,54,814,3.3383869199838414,420,5008,11.570802038168996,1715691039,1715691096,0,0
93,3074327589,1,93,975,1.4746519280838255,478,4096,11.442584411299752,1715688398,1715688435,1,0
54,103835741,1,54,1140,2.1126769340298046,526,5648,7.980663467800264,1715689333,1715689356,0,0
54,3074327628,1,54,1062,3.9295676451121824,600,4566,5.6409711442481205,1715688609,1715688667,1,0
1466,1764385680,1,1466,1095,1.703686770123114,456,4192,6.750383160090402,1715687944,1715687962,0,0
1466,1764388504,1,1466,1093,2.8780345548390884,406,4568,5.001107411181282,1715687667,1715687702,0,0
54,103836968,1,54,1090,2.1446680780010388,467,5916,10.530687143972024,1715688211,1715688245,0,0
54,103836968,1,54,984,2.9271627932003024,553,4410,8.3340775605468,1715688632,1715688647,0,0
54,553973944,1,54,979,1.2702597409605576,426,5502,12.051273209281703,1715687677,1715687706,0,0
54,1811929231,1,54,1163,3.8683583547449905,541,4235,5.244124185896789,1715691054,1715691082,1,0
66,3061717247,1,66,827,1.5100209142797794,599,4820,9.150849724221995,1715690106,1715690120,1,0
90,,1,90,959,2.837937373207777,424,5093,13.085198466179392,1715690244,1715690257,0,0
90,,1,90,809,3.4132529477413436,506,4559,13.440266346269544,1715690176,1715690235,0,0
270,,1,270,1005,1.363972746414508,491,5853,7.467574447961638,1715690696,1715690735,1,0
168,,1,168,996,2.9349358683619275,530,4324,13.543035280331056,1715689957,1715690016,1,0
66,2952913955,1,66,1117,3.1733171152235475,403,4446,13.391378957963326,1715689565,1715689582,1,0
66,2930676157,1,66,1120,2.6424225449930447,419,5368,7.6884533455822,1715689804,1715689839,1,0
54,2952913956,1,54,839,2.12849948135605,492,5775,8.617715720077044,1715690013,1715690019,1,0
341,2952913956,1,341,1024,2.244011243788594,485,4155,9.761692592270393,1715690503,1715690559,1,0
54,2930676158,1,54,1123,3.7118466890450432,522,4502,9.599045864613878,1715689982,1715689983,0,0
5702,2930676158,1,5702,933,2.713365918910186,553,5498,12.351300945486269,1715689273,1715689314,0,0
1466,2930683218,1,1466,847,1.673567968338757,542,5548,6.085777198958087,1715689727,1715689778,0,0
1390,2930686042,1,1390,823,1.7929355916015868,575,4368,8.698754691902778,1715688860,1715688884,0,0
1466,2930681806,1,1466,817,4.956576156598296,445,4300,14.932963830771861,1715691097,1715691111,0,0
1466,2930684630,1,1466,1146,3.4433026195175302,595,5358,12.254258832505037,1715688793,1715688812,0,0
66,2952914243,1,66,987,1.0747479640552808,532,4989,12.389591724040628,1715688854,1715688910,1,0
74,2952914243,1,74,838,1.2118547206903352,496,4693,10.196808002634267,1715687903,1715687959,1,0
66,2952914243,1,66,1118,2.7735103207414875,416,4643,12.07924344635651,1715690706,1715690720,1,0
455,2836048732,1,455,1025,4.834833238293821,455,5732,6.068884346809983,1715688600,1715688629,1,0
118,2952914243,1,118,915,3.4132163270895166,450,4313,11.206605662973239,1715687678,1715687738,1,0
143,2952914307,1,143,818,3.635919402841327,476,5372,11.408632459685123,1715690850,1715690880,1,0
725,2952914396,1,725,1045,4.892414075435657,491,5652,12.078347767940313,1715687641,1715687685,1,0
54,2930687378,1,54,1086,2.18666094377208,524,5702,5.273489889341599,1715687864,1715687883,0,0
668,2930687378,1,668,903,1.0979024529065398,503,4973,7.134739901222712,1715688775,1715688781,0,0
85,2952915067,1,85,835,1.2280491643548967,518,4523,12.054913562316965,1715687607,1715687627,1,0
94,2930687992,1,94,938,1.9389928728688384,424,5649,9.60539554442466,1715690308,1715690321,0,0
54,529069455,1,54,838,2.7281928326625633,453,4184,11.037337005484915,1715687979,1715688015,0,0
54,2930688032,1,54,947,4.414431015745295,431,4931,11.721598131133124,1715690614,1715690657,0,0
54,2952915098,1,54,1163,1.0309427625405823,465,4842,10.019330158032282,1715688628,1715688646,1,0
54,2930688032,1,54,987,3.4978729371383817,451,4278,9.208247812668692,1715690306,1715690366,0,0
140,2836049133,1,140,995,1.3549139381361428,432,4210,7.017238508659309,1715691129,1715691138,1,0
170,2836049219,1,170,850,1.9788845583765098,408,5157,5.879074410245368,1715690813,1715690870,1,0
54,529069455,1,54,915,2.5923059334432,536,4070,13.414855195973166,1715689539,1715689579,0,0
736,529069455,1,736,828,2.2053783626192844,489,4055,5.001387297762198,1715688943,1715688972,0,0
690,529070137,1,690,1047,1.102634797923483,521,4779,8.573081930010703,1715687727,1715687769,0,0
54,2836049335,1,54,1086,2.1358287776077716,593,5482,12.16712278709813,1715688313,1715688321,1,0
86,529070773,1,86,1193,2.35434479225715,514,5598,9.220303771777235,1715690778,1715690801,0,0
85,529070805,1,85,1187,1.156636976895137,504,4148,10.14754971874897,1715690128,1715690136,0,0
93,529070836,1,93,823,3.9567866980265496,588,4358,9.599909568168318,1715689424,1715689429,0,0
54,2836049335,1,54,1085,3.6423051045202754,410,4392,14.332584860134762,1715688345,1715688400,1,0
93,2836049335,1,93,1025,4.0761622821511345,430,5117,13.931164554427207,1715689607,1715689628,1,0
135,2836049374,1,135,1024,1.9853352901479933,526,4203,7.603880703418941,1715688258,1715688304,1,0
54,529070875,1,54,1079,2.503090842271705,575,5945,8.864512900354455,1715688137,1715688155,0,0
54,529070875,1,54,866,4.607460199320286,540,5910,5.907916507532173,1715690097,1715690147,0,0
54,529070875,1,54,828,1.0472095948015898,522,4865,10.889772723090404,1715688366,1715688383,0,0
483,529070875,1,483,1091,2.733022683444166,483,4385,9.836993637487168,1715688091,1715688143,0,0
108,529071304,1,108,1030,4.060618838337563,506,5184,9.371109149518782,1715688095,1715688153,0,0
85,529071358,1,85,1068,4.859422602930481,590,4509,7.421937154122845,1715691013,1715691028,0,0
93,529071389,1,93,1173,1.1010577876265635,418,5562,8.174422193117627,1715688382,1715688442,0,0
54,2836049455,1,54,912,2.147633382928218,494,5376,5.876021033514295,1715689154,1715689196,1,0
54,2836049455,1,54,955,1.9308773127495997,429,4822,8.707111449776239,1715688018,1715688072,1,0
93,2836049455,1,93,852,4.184190701705635,548,4758,11.69930348353225,1715690890,1715690938,1,0
304,529071428,1,304,1169,2.288735474287901,481,5365,6.099748856365067,1715689302,1715689333,0,0
2878,529071678,1,2878,1056,3.190453067855734,475,4048,13.068973340835745,1715689166,1715689221,0,0
684,529074502,1,684,977,3.77708141227183,534,5227,11.129632432234388,1715690609,1715690657,0,0
300,529075132,1,300,906,1.3464230548568112,448,5563,13.188302048905813,1715689181,1715689229,0,0
118,529075378,1,118,1095,1.6677850670933752,588,4083,10.102686153342919,1715689204,1715689225,0,0
85,529075442,1,85,1032,1.7892557023811784,407,4065,11.407866635695061,1715688785,1715688790,0,0
54,2836049494,1,54,935,3.619492269347609,531,4965,9.658800212588707,1715687717,1715687745,1,0
54,2836049494,1,54,1096,3.420969308528679,568,5723,12.482227144250992,1715690392,1715690408,1,0
54,2836049494,1,54,852,2.2702827790023328,405,4888,6.934446705111224,1715687673,1715687700,1,0
5702,529075473,1,5702,1014,1.2206555842556552,407,5800,9.009691578958616,1715689260,1715689313,0,0
1466,529082533,1,1466,1173,2.271670568052433,502,4743,6.5356664793376815,1715688903,1715688961,0,0
1466,529081121,1,1466,918,3.823376327421501,578,4930,5.5317332702342075,1715690936,1715690954,0,0
2878,529083945,1,2878,1185,4.320861768129229,437,5148,9.65424092477652,1715688178,1715688198,0,0
1466,529088181,1,1466,821,3.634969515247859,414,5320,12.033278725003555,1715688800,1715688848,0,0
